# Last workflow run on (ET): 2025-08-27 14:27:53
NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
21849,"  Luminus 13W, Compact Fluorescent Lamp ",https://recalls-rappels.canada.ca/en/alert-recall/luminus-13w-compact-fluorescent-lamp,"Consumer product safety",,"Electrical hazard",,"Household items - Tools and accessories",,2011-11-15,1
21890,"  Ashland™ Glass Vase ",https://recalls-rappels.canada.ca/en/alert-recall/ashlandtm-glass-vase,"Consumer product safety",,,,"Household items",,2011-11-15,1
71188,"Transport Canada Recall - 2011340 - BLUE BIRD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011340-blue-bird,TC,"School Bus recalled by BLUE BIRD","Fuel supply",,"School Bus",,2011-11-15,0
71192,"Transport Canada Recall - 2011336 - EMERGENCY ONE",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011336-emergency-one,TC,"Truck - Med. & H.D. recalled by EMERGENCY ONE",Accessories,,"Truck - Med. & H.D.",,2011-11-15,0
71436,"Transport Canada Recall - 2011082 - TOYOTA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011082-toyota,TC,"SUV recalled by TOYOTA",Other,,SUV,,2011-11-15,0
21911,"  3D Holiday Indoor/Outdoor Novelty Lighted Sculptures ",https://recalls-rappels.canada.ca/en/alert-recall/3d-holiday-indooroutdoor-novelty-lighted-sculptures,"Consumer product safety",,,,"Household items - Tools and accessories",,2011-11-14,1
24354,"  AVASTIN (bevacizumab) – Higher Incidence of New Cases of Ovarian Failure Observed in Premenopausal Women – For the Public ",https://recalls-rappels.canada.ca/en/alert-recall/avastin-bevacizumab-higher-incidence-new-cases-ovarian-failure-observed-premenopausal,"Marketed health products",,,,"Biologic or vaccine",,2011-11-14,1
25507,"  Avastin (bevacizumab) - Higher Incidence of New Cases of Ovarian Failure Observed in Premenopausal Women - For Health Professionals ",https://recalls-rappels.canada.ca/en/alert-recall/avastin-bevacizumab-higher-incidence-new-cases-ovarian-failure-observed-0,"Marketed health products",,,,"Biologic or vaccine",,2011-11-14,1
48681,"  Undeclared soy in certain Cream of Wheat brand Hot Cereal (3 Minutes Cook Time) ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-soy-certain-cream-wheat-brand-hot-cereal-3-minutes-cook-time,CFIA,,Soy,,Food,"Class 3",2011-11-14,1
48765,"  Certain Fromagerie Marie Kadé brand cheese may contain Listeria ",https://recalls-rappels.canada.ca/en/alert-recall/certain-fromagerie-marie-kade-brand-cheese-may-contain-listeria,CFIA,,Listeria,,Food,"Class 1",2011-11-14,1
71132,"Transport Canada Recall - 2011398 - NOVA BUS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011398-nova-bus,TC,"Bus recalled by NOVA BUS",Steering,,Bus,,2011-11-14,0
71134,"Transport Canada Recall - 2011396 - YAMAHA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011396-yamaha,TC,"Motorcycle recalled by YAMAHA","Fuel supply",,Motorcycle,,2011-11-14,0
71258,"Transport Canada Recall - 2011267 - MONACO RV",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011267-monaco-rv,TC,"RV Trailer recalled by MONACO RV",Electrical,,"RV Trailer",,2011-11-14,0
71291,"Transport Canada Recall - 2011232 - MERCEDES-BENZ",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011232-mercedes-benz,TC,"Light Truck & Van recalled by MERCEDES-BENZ",Suspension,,"Light Truck & Van",,2011-11-14,0
71658,"Transport Canada Recall - 2010324 - PACCAR",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2010324-paccar,TC,"Truck - Med. & H.D. recalled by PACCAR",Electrical,,"Truck - Med. & H.D.",,2011-11-14,0
22661,"  Unlicensed HIV Home Test Kit: Accu-HIV 1 & 2 Saliva Test ",https://recalls-rappels.canada.ca/en/alert-recall/unlicensed-hiv-home-test-kit-accu-hiv-1-2-saliva-test,"Communications and Public Affairs Branch",,"Unauthorized product",,"Medical devices",,2011-11-12,1
48921,"  Certain Deschamps brand and Fromagerie Marie Kadé brand cheeses may contain Listeria monocytogenes ",https://recalls-rappels.canada.ca/en/alert-recall/certain-deschamps-brand-and-fromagerie-marie-kade-brand-cheeses-may-contain-listeria,CFIA,,Listeria,,Food,"Class 1",2011-11-11,1
21788,"  Losi NiMH Start-Up Combo Charger ",https://recalls-rappels.canada.ca/en/alert-recall/losi-nimh-start-combo-charger,"Consumer product safety",,,,"Hobby and craft items - Tools and accessories",,2011-11-10,1
48764,"  Certain Woody's brand Mexican Lime Alcoholic Vodka Beverage may contain pieces of glass ",https://recalls-rappels.canada.ca/en/alert-recall/certain-woody-s-brand-mexican-lime-alcoholic-vodka-beverage-may-contain-pieces-glass-0,CFIA,,"Extraneous Material",,Food,"Class 1",2011-11-10,1
71162,"Transport Canada Recall - 2011368 - DAIMLER TRUCK NORTH AMERICA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011368-daimler-truck-north-america,TC,"School Bus recalled by DAIMLER TRUCK NORTH AMERICA",Brakes,,"School Bus",,2011-11-10,0
21891,"  Mastercraft Digital Clamp Meter ",https://recalls-rappels.canada.ca/en/alert-recall/mastercraft-digital-clamp-meter,"Consumer product safety",,,,"Tools and accessories",,2011-11-09,1
22616,"  Majun Dua Istimewa, Raja Maajun, Jerat Dan Seret Angin, and Horkut Chooi Foong Hor Lok Tan ",https://recalls-rappels.canada.ca/en/alert-recall/majun-dua-istimewa-raja-maajun-jerat-dan-seret-angin-and-horkut-chooi-foong-hor-lok,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-11-09,1
22669,"  Consumers warned about potential risks associated with the use of Sunjel gel fuel ",https://recalls-rappels.canada.ca/en/alert-recall/consumers-warned-about-potential-risks-associated-use-sunjel-gel-fuel,"Consumer product safety",,"Flammability hazard",,"Household items",,2011-11-09,1
22762,"  Pancre-Plus ",https://recalls-rappels.canada.ca/en/alert-recall/pancre-plus,"Communications and Public Affairs Branch",,"Undeclared substance - Unauthorized product",,"Natural health products",,2011-11-09,1
22784,"  Tian Ma Tu Chung Seven Leave Ginseng, Vall-Boon Tongkat Ali, and Pao Ni Kang ",https://recalls-rappels.canada.ca/en/alert-recall/tian-ma-tu-chung-seven-leave-ginseng-vall-boon-tongkat-ali-and-pao-ni-kang,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-11-09,1
22845,"  Zhui Feng Bao Wei San ",https://recalls-rappels.canada.ca/en/alert-recall/zhui-feng-bao-wei-san,"Communications and Public Affairs Branch",,,,"Natural health products",,2011-11-09,1
22846,"  Metabolic Advantage ",https://recalls-rappels.canada.ca/en/alert-recall/metabolic-advantage,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-11-09,1
22847,"  Slimming Kapsul ",https://recalls-rappels.canada.ca/en/alert-recall/slimming-kapsul,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-11-09,1
22929,"  Maxidus capsules, Chao Jimenghan SuperPowerful Man tablets, Fu Yuan Chun capsules, and Qing Tian Zhu tablets ",https://recalls-rappels.canada.ca/en/alert-recall/maxidus-capsules-chao-jimenghan-superpowerful-man-tablets-fu-yuan-chun-capsules-and,"Communications and Public Affairs Branch",,"Undeclared substance",,"Natural health products",,2011-11-09,1
48679,"  Certain Woody's brand Mexican Lime Alcoholic Vodka Beverage may contain pieces of glass ",https://recalls-rappels.canada.ca/en/alert-recall/certain-woody-s-brand-mexican-lime-alcoholic-vodka-beverage-may-contain-pieces-glass,CFIA,,"Extraneous Material",,Food,"Class 1",2011-11-09,1
48680,"  Undeclared sulphites in certain Siprus and Fruit Farm brand products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-sulphites-certain-siprus-and-fruit-farm-brand-products,CFIA,,Sulphites,,Food,"Class 3",2011-11-09,1
48732,"  Certain Dan-D-Organic brand 100% Organic Pitted Prunes are being recalled due to a microbiological issue ",https://recalls-rappels.canada.ca/en/alert-recall/certain-dan-organic-brand-100-organic-pitted-prunes-are-being-recalled-due,CFIA,,"Non harmful (quality or spoilage)",,Food,"Class 3",2011-11-09,1
48802,"  Woody's brand Mexican Lime Alcoholic Vodka Beverage may contain harmful glass fragments ",https://recalls-rappels.canada.ca/en/alert-recall/woody-s-brand-mexican-lime-alcoholic-vodka-beverage-may-contain-harmful-glass,CFIA,,"Extraneous Material",,Food,"Class 1",2011-11-09,1
48918,"  Undeclared milk in certain Lamontagne brand chocolate products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-lamontagne-brand-chocolate-products,CFIA,,Milk,,Food,"Class 2",2011-11-09,1
24357,"  Pradax (dabigatran etexilate) and Plavix (clopidogrel bisulfate) – Risk of Potential Patient Harm Associated with Brand Name Confusion – For the Public ",https://recalls-rappels.canada.ca/en/alert-recall/pradax-dabigatran-etexilate-and-plavix-clopidogrel-bisulfate-risk-potential-patient,"Marketed health products",,,,Drugs,,2011-11-08,1
25470,"  Pradax (dabigatran etexilate) and Plavix (clopidogrel bisulfate) - Risk of Potential Patient Harm Associated with Brand Name Confusion - For Health Professionals ",https://recalls-rappels.canada.ca/en/alert-recall/pradax-dabigatran-etexilate-and-plavix-clopidogrel-bisulfate-risk-potential-patient-0,"Marketed health products",,,,Drugs,,2011-11-08,1
44272,"  Undeclared milk in certain Amul brand products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-amul-brand-products,CFIA,,Milk,,Food,"Class 3",2011-11-08,1
48695,"  Undeclared milk in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-bumble-bar-brand-organic-energy-bars,CFIA,,Milk,,Food,"Class 2",2011-11-08,1
48696,"  Undeclared milk in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-bumble-bar-brand-organic-energy-bars-0,CFIA,,Milk,,Food,"Class 2",2011-11-08,1
48729,"  Undeclared milk in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-bumble-bar-brand-organic-energy-bars-1,CFIA,,Milk,,Food,"Class 2",2011-11-08,1
48730,"  Undeclared milk in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-bumble-bar-brand-organic-energy-bars-2,CFIA,,Milk,,Food,"Class 2",2011-11-08,1
48803,"  Certain raw mussels harvested in British Columbia may contain paralytic shellfish toxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-raw-mussels-harvested-british-columbia-may-contain-paralytic-shellfish-toxin,CFIA,,,,Food,"Class 1",2011-11-08,1
71137,"Transport Canada Recall - 2011393 - VAN-ACTION 2005",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011393-van-action-2005,TC,"Minivan recalled by VAN-ACTION 2005",Suspension,,Minivan,,2011-11-08,0
71138,"Transport Canada Recall - 2011392 - YAMAHA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011392-yamaha,TC,"Motorcycle recalled by YAMAHA","Fuel supply",,Motorcycle,,2011-11-08,0
71151,"Transport Canada Recall - 2011379 - FRED DEELEY",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011379-fred-deeley,TC,"Motorcycle recalled by FRED DEELEY",Electrical,,Motorcycle,,2011-11-08,0
71459,"Transport Canada Recall - 2011059 - FRED DEELEY",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011059-fred-deeley,TC,"Motorcycle recalled by FRED DEELEY",Electrical,,Motorcycle,,2011-11-08,0
22079,"  Twist N' Sort Toy ",https://recalls-rappels.canada.ca/en/alert-recall/twist-n-sort-toy,"Consumer product safety",,,,"Toys and games",,2011-11-07,1
22803,"  Fluoroquinolone antibiotics: patients with myasthenia gravis may risk increased muscle weakness ",https://recalls-rappels.canada.ca/en/alert-recall/fluoroquinolone-antibiotics-patients-myasthenia-gravis-may-risk-increased-muscle,"Communications and Public Affairs Branch",,"Product safety",,Drugs,,2011-11-07,1
48689,"  Certain Pacific Rim Shellfish Corp. brand Mussels may contain Marine Biotoxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-pacific-rim-shellfish-corp-brand-mussels-may-contain-marine-biotoxin,CFIA,,"Marine biotoxin",,Food,"Class 2",2011-11-07,1
48694,"  Certain farmed mussels may contain Marine Biotoxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-farmed-mussels-may-contain-marine-biotoxin,CFIA,,"Marine biotoxin",,Food,"Class 2",2011-11-07,1
48724,"  Certain Gogo Quinoa Multigrains brand Crunchy Muesli may contain extraneous material ",https://recalls-rappels.canada.ca/en/alert-recall/certain-gogo-quinoa-multigrains-brand-crunchy-muesli-may-contain-extraneous-material,CFIA,,"Extraneous Material",,Food,"Class 3",2011-11-07,1
48727,"  Certain Sawmill Bay brand Aquacultured Gallo Mussels may contain Marine Biotoxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-sawmill-bay-brand-aquacultured-gallo-mussels-may-contain-marine-biotoxin,CFIA,,"Marine biotoxin",,Food,"Class 1",2011-11-07,1
48768,"  Certain David Roberts brand and Sysco brand pine nuts may contain Salmonella bacteria ",https://recalls-rappels.canada.ca/en/alert-recall/certain-david-roberts-brand-and-sysco-brand-pine-nuts-may-contain-salmonella-bacteria,CFIA,,Salmonella,,Food,"Class 1",2011-11-07,1
48800,"  Cancellation of Health Hazard Alert regarding Salmonella in Strubs ready-to-eat Danish Style Smoked Grav-Lox Atlantic Salmon ",https://recalls-rappels.canada.ca/en/alert-recall/cancellation-health-hazard-alert-regarding-salmonella-strubs-ready-eat-danish-style,"Consumer product safety",,,,Food,"Class 2",2011-11-07,1
71145,"Transport Canada Recall - 2011385 - GENERAL MOTORS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011385-general-motors,TC,"Car recalled by GENERAL MOTORS",Brakes,,Car,,2011-11-07,0
21892,"  Satori Rectangle Table ",https://recalls-rappels.canada.ca/en/alert-recall/satori-rectangle-table,"Consumer product safety",,,,"Household items",,2011-11-04,1
21903,"  Fuse Cell Phone Chargers ",https://recalls-rappels.canada.ca/en/alert-recall/fuse-cell-phone-chargers,"Consumer product safety",,,,"Electronics - Tools and accessories",,2011-11-04,1
22081,"  UBERHAUS Shelters ",https://recalls-rappels.canada.ca/en/alert-recall/uberhaus-shelters,"Consumer product safety",,,,"Household items",,2011-11-04,1
48691,"  Undeclared milk in certain Grant Chocolatier brand products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-grant-chocolatier-brand-products,CFIA,,Milk,,Food,"Class 2",2011-11-04,1
48728,"  Undeclared wheat in certain All The Best Fine Foods brand Maple Pecans (Package Contains Maple Shortbread) ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-wheat-certain-all-best-fine-foods-brand-maple-pecans-package-contains-maple,CFIA,,Wheat,,Food,"Class 2",2011-11-04,1
48805,"  Certain David Roberts brand and Sysco brand pine nuts may contain Salmonella bacteria ",https://recalls-rappels.canada.ca/en/alert-recall/certain-david-roberts-brand-and-sysco-brand-pine-nuts-may-contain-salmonella-0,CFIA,,Salmonella,,Food,"Class 1",2011-11-04,1
48848,"  Certain Tifco brand Queso Panela Latino Cheese may contain Listeria monocytogenes ",https://recalls-rappels.canada.ca/en/alert-recall/certain-tifco-brand-queso-panela-latino-cheese-may-contain-listeria-monocytogenes,CFIA,,Listeria,,Food,"Class 1",2011-11-04,1
71197,"Transport Canada Recall - 2011331 - VOLKSWAGEN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011331-volkswagen,TC,"Car recalled by VOLKSWAGEN",Accessories,,Car,,2011-11-04,0
71287,"Transport Canada Recall - 2011236 - DAIMLER TRUCK NORTH AMERICA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011236-daimler-truck-north-america,TC,"Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA",Electrical,,"Truck - Med. & H.D.",,2011-11-04,0
21931,"  Libbey “Fantasy” Glass Bowl Recalled by Libbey Glass Inc. ",https://recalls-rappels.canada.ca/en/alert-recall/libbey-fantasy-glass-bowl-recalled-libbey-glass-inc,"Consumer product safety",,,,"Household items",,2011-11-03,1
48692,"  Undeclared milk in certain Grant Chocolatier brand dark chocolate ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-grant-chocolatier-brand-dark-chocolate,CFIA,,Milk,,Food,"Class 2",2011-11-03,1
71195,"Transport Canada Recall - 2011333 - HYUNDAI",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011333-hyundai,TC,"SUV recalled by HYUNDAI",Airbag,,SUV,,2011-11-03,0
71230,"Transport Canada Recall - 2011296 - TIFFIN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011296-tiffin,TC,"Motorhome recalled by TIFFIN",Other,,Motorhome,,2011-11-03,0
21889,"  Toulouse-LapTrec magnetic sketchboards ",https://recalls-rappels.canada.ca/en/alert-recall/toulouse-laptrec-magnetic-sketchboards,"Consumer product safety",,,,"Toys and games",,2011-11-02,1
22671,"  Colgate Motion Electric Toothbrush Recall ",https://recalls-rappels.canada.ca/en/alert-recall/colgate-motion-electric-toothbrush-recall,"Communications and Public Affairs Branch",,,,"Household items",,2011-11-02,1
48660,"  Undeclared milk, peanut and soy in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-peanut-and-soy-certain-bumble-bar-brand-organic-energy-bars,CFIA,,"Milk - Soy",,Food,"Class 2",2011-11-02,1
48690,"  Undeclared milk, peanut and soy in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-peanut-and-soy-certain-bumble-bar-brand-organic-energy-bars-0,CFIA,,"Milk - Soy",,Food,"Class 2",2011-11-02,1
48698,"  Undeclared milk, peanut and soy in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-peanut-and-soy-certain-bumble-bar-brand-organic-energy-bars-1,CFIA,,"Milk - Soy",,Food,"Class 2",2011-11-02,1
48726,"  Undeclared milk, peanut and soy in certain Bumble Bar brand Organic Energy Bars ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-peanut-and-soy-certain-bumble-bar-brand-organic-energy-bars-2,CFIA,,"Milk - Soy",,Food,"Class 2",2011-11-02,1
21888,"  Black Henna Cone and Red Henna Cone ",https://recalls-rappels.canada.ca/en/alert-recall/black-henna-cone-and-red-henna-cone,"Consumer product safety",,,,"Beauty and personal care",,2011-11-01,1
21902,"  PAX AURLAND wardrobe glass mirror door. ",https://recalls-rappels.canada.ca/en/alert-recall/pax-aurland-wardrobe-glass-mirror-door,"Consumer product safety","PAX AURLAND wardrobe glass mirror door","Laceration hazard","Consumers should immediately stop using the recalled door and return it to an IKEA store for a refund. For additional information, contact IKEA toll-free at&nbsp;1-800-661-9807&nbsp;anytime, or visit the&nbsp;firm's website.Consumers may view the release by the US CPSC on the&nbsp;Commission's website.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind Canadians to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form","Furniture and furnishings",,2011-11-01,1
21906,"  PatioGlo bio-fuel gel and Citronella PatioGlo fuel gel ",https://recalls-rappels.canada.ca/en/alert-recall/patioglo-bio-fuel-gel-and-citronella-patioglo-fuel-gel,"Consumer product safety",,,,"Household items - Outdoor living",,2011-11-01,1
48786,"  Certain ground beef products may contain pieces of metal ",https://recalls-rappels.canada.ca/en/alert-recall/certain-ground-beef-products-may-contain-pieces-metal,CFIA,,"Extraneous Material",,Food,"Class 2",2011-11-01,1
71326,"Transport Canada Recall - 2011196 - DAIMLER TRUCK NORTH AMERICA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011196-daimler-truck-north-america,TC,"Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA",Brakes,,"Truck - Med. & H.D.",,2011-11-01,0
48659,"  Undeclared milk in certain Heyez brand Chocolat belge noir ébène ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-heyez-brand-chocolat-belge-noir-ebene,CFIA,,Milk,,Food,"Class 3",2011-10-31,1
48725,"  Certain Jones brand Hot Air Popcorn may contain extraneous material ",https://recalls-rappels.canada.ca/en/alert-recall/certain-jones-brand-hot-air-popcorn-may-contain-extraneous-material,CFIA,,"Extraneous Material",,Food,"Class 3",2011-10-31,1
48676,"  Certain Sea World Fisheries Ltd. brand Live Manila Clam may contain Marine Biotoxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-sea-world-fisheries-ltd-brand-live-manila-clam-may-contain-marine-biotoxin,CFIA,,"Marine biotoxin",,Food,"Class 2",2011-10-29,1
48702,"  Certain Clear Bay Fisheries brand Manila Clams may contain Marine Biotoxin ",https://recalls-rappels.canada.ca/en/alert-recall/certain-clear-bay-fisheries-brand-manila-clams-may-contain-marine-biotoxin,CFIA,,"Marine biotoxin",,Food,"Class 2",2011-10-29,1
21905,"  Fog Solution ",https://recalls-rappels.canada.ca/en/alert-recall/fog-solution,"Consumer product safety",,"Labelling and packaging",,"Chemicals - Household items - Other",,2011-10-28,1
24362,"  XIGRIS [drotrecogin alfa (activated)] – Worldwide Withdrawal – For the Public ",https://recalls-rappels.canada.ca/en/alert-recall/xigris-drotrecogin-alfa-activated-worldwide-withdrawal-public,"Marketed health products",,,,"Biologic or vaccine",,2011-10-28,1
25441,"  XIGRIS [drotrecogin alfa (activated)] - Worldwide Withdrawal - For Health Professionals ",https://recalls-rappels.canada.ca/en/alert-recall/xigris-drotrecogin-alfa-activated-worldwide-withdrawal-health-professionals,"Marketed health products",,,,"Biologic or vaccine",,2011-10-28,1
25554,"  XIGRIS [drotrecogin alfa (activated)] - Worldwide Withdrawal - Notice to Hospitals ",https://recalls-rappels.canada.ca/en/alert-recall/xigris-drotrecogin-alfa-activated-worldwide-withdrawal-notice-hospitals,"Marketed health products",,,,"Biologic or vaccine",,2011-10-28,1
21825,"  Harper Hand Trucks ",https://recalls-rappels.canada.ca/en/alert-recall/harper-hand-trucks,"Consumer product safety",,,,"Tools and accessories - Other",,2011-10-27,1
21900,"  Trek 2012 FX Bicycles ",https://recalls-rappels.canada.ca/en/alert-recall/trek-2012-fx-bicycles,"Consumer product safety",,,,"Outdoor living - Sports and fitness",,2011-10-27,1
48648,"  Certain Minos brand Greek Liquid Honey is being recalled due to chemical residues ",https://recalls-rappels.canada.ca/en/alert-recall/certain-minos-brand-greek-liquid-honey-being-recalled-due-chemical-residues,CFIA,,,,Food,"Class 2",2011-10-27,1
48651,"  Certain Aquafuchsia brand products are being recalled due to a microbiological issue ",https://recalls-rappels.canada.ca/en/alert-recall/certain-aquafuchsia-brand-products-are-being-recalled-due-microbiological-issue,CFIA,,"Non harmful (quality or spoilage)",,Food,"Class 3",2011-10-27,1
48699,"  Certain Deep brand Methia Mango Pickle In Oil may contain pieces of glass ",https://recalls-rappels.canada.ca/en/alert-recall/certain-deep-brand-methia-mango-pickle-oil-may-contain-pieces-glass,CFIA,,"Extraneous Material",,Food,"Class 3",2011-10-27,1
48701,"  Undeclared milk in certain Grant Chocolatier brand products ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-grant-chocolatier-brand-products-0,CFIA,,Milk,,Food,"Class 2",2011-10-27,1
25464,"  SynchroMed II Implantable Drug Infusion Pumps - Urgent Medical Device Correction Letter - For Health Professionals ",https://recalls-rappels.canada.ca/en/alert-recall/synchromed-ii-implantable-drug-infusion-pumps-urgent-medical-device-correction-letter,"Marketed health products",,,,"Medical devices",,2011-10-26,1
48894,"  Undeclared milk in certain Mccormick International Roast Gravy sauce mix ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-certain-mccormick-international-roast-gravy-sauce-mix,CFIA,,Milk,,Food,"Class 1",2011-10-26,1
71241,"Transport Canada Recall - 2011285 - GENERAL MOTORS",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011285-general-motors,TC,"Car recalled by GENERAL MOTORS",Steering,,Car,,2011-10-26,0
21862,"  GE Monogram® Pro Rangetop with Grill ",https://recalls-rappels.canada.ca/en/alert-recall/ge-monogramr-pro-rangetop-grill,"Consumer product safety",,"Flammability hazard",,"Appliances - Household items",,2011-10-25,1
22670,"  Xigris (drotrecogin alfa) withdrawn worldwide ",https://recalls-rappels.canada.ca/en/alert-recall/xigris-drotrecogin-alfa-withdrawn-worldwide,"Communications and Public Affairs Branch",,"Product safety",,"Biologic or vaccine",,2011-10-25,1
22793,"  Brewer's Yeast Tablets: May pose serious health risks to Canadians with milk allergies ",https://recalls-rappels.canada.ca/en/alert-recall/brewer-s-yeast-tablets-may-pose-serious-health-risks-canadians-milk-allergies,"Communications and Public Affairs Branch",,,,Drugs,,2011-10-25,1
22795,"  Reminding Canadians of food safety this Halloween ",https://recalls-rappels.canada.ca/en/alert-recall/reminding-canadians-food-safety-halloween,"Communications and Public Affairs Branch",,"Product safety",,Food,,2011-10-25,1
48809,"  Certain vacuum-packaged, refrigerated, ready-to-eat fish products may contain dangerous bacteria ",https://recalls-rappels.canada.ca/en/alert-recall/certain-vacuum-packaged-refrigerated-ready-eat-fish-products-may-contain-dangerous,CFIA,,,,Food,"Class 1",2011-10-25,1
48887,"  Certain Sensations by Compliments brand Smoked Atlantic Salmon may contain dangerous bacteria ",https://recalls-rappels.canada.ca/en/alert-recall/certain-sensations-compliments-brand-smoked-atlantic-salmon-may-contain-dangerous,CFIA,,,,Food,"Class 1",2011-10-25,1
71319,"Transport Canada Recall - 2011203 - MONACO RV",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011203-monaco-rv,TC,"Motorhome recalled by MONACO RV","Fuel supply",,Motorhome,,2011-10-25,0
24447,"  STRATTERA (atomoxetine) – Association with Increased Blood Pressure and Increased Heart Rate – For the Public ",https://recalls-rappels.canada.ca/en/alert-recall/strattera-atomoxetine-association-increased-blood-pressure-and-increased-heart-rate,"Marketed health products",,,,Drugs,,2011-10-24,1
25552,"  Strattera (atomoxetine) - Association with Increased Blood Pressure and Increased Heart Rate - For Health Professionals ",https://recalls-rappels.canada.ca/en/alert-recall/strattera-atomoxetine-association-increased-blood-pressure-and-increased-heart-rate-0,"Marketed health products",,,,Drugs,,2011-10-24,1
25733,"  Navios Flow Cytometry Software (two different models) ",https://recalls-rappels.canada.ca/en/alert-recall/navios-flow-cytometry-software-two-different-models,"Medical devices",,"Medical devices",,"Medical devices","Type II",2011-10-24,1
71181,"Transport Canada Recall - 2011347 - BMW",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011347-bmw,TC,"Car recalled by BMW",Powertrain,,Car,,2011-10-24,0
71244,"Transport Canada Recall - 2011282 - FIAT CHRYSLER AUTOMOBILES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011282-fiat-chrysler-automobiles,TC,"Minivan recalled by FIAT CHRYSLER AUTOMOBILES",Airbag,,Minivan,,2011-10-24,0
71267,"Transport Canada Recall - 2011258 - ZERO MOTORCYCLES",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2011258-zero-motorcycles,TC,"Motorcycle recalled by ZERO MOTORCYCLES",Brakes,,Motorcycle,,2011-10-24,0
48658,"  Certain Jones brand Popcorn may contain extraneous material ",https://recalls-rappels.canada.ca/en/alert-recall/certain-jones-brand-popcorn-may-contain-extraneous-material,CFIA,,"Extraneous Material",,Food,"Class 3",2011-10-21,1
